ICTV_ID	Isolate_ID	Exemplar_Additional	Accession_Index	Segment_Name	Accession	Start_Loc	End_Loc	Sort	Isolate_Sort	Original_GENBANK_Accessions	Errors	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Virus_Names
ICTV20125920	VMR1000098	E	1		JQ264772			100	1	JQ264772		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus cebinebeta1	cebine betaherpesvirus 1; capuchin monkey cytomegalovirus
ICTV19990996	VMR1000099	E	1		FJ483968			101	1	FJ483968		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus cercopithecinebeta5	cercopithecine betaherpesvirus 5; simian cytomegalovirus
ICTV19790333	VMR1000100	E	1		AY446894			102	1	AY446894		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus humanbeta5	human betaherpesvirus 5; human cytomegalovirus
ICTV19990997	VMR1000101	E	1		AY186194			103	1	AY186194		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus macacinebeta3	macacine betaherpesvirus 3; rhesus cytomegalovirus
ICTV201856399	VMR1000102	E	1		JN227533			104	1	JN227533		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus macacinebeta8	macacine betaherpesvirus 8; cynomolgus macaque cytomegalovirus
ICTV201856400	VMR1000103	E	1		KR297253			105	1	KR297253		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus mandrillinebeta1	mandrilline betaherpesvirus 1; drill monkey cytomegalovirus
ICTV20041279	VMR1000104	E	1		AF480884			106	1	AF480884		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus paninebeta2	panine betaherpesvirus 2; chimpanzee cytomegalovirus
ICTV20125917	VMR1000105	E	1		AC090446			107	1	AC090446		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus papiinebeta3	papiine betaherpesvirus 3; olive baboon cytomegalovirus
ICTV201856401	VMR1000106	E	1		KR351281			108	1	KR351281		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus papiinebeta4	papiine betaherpesvirus 4; chacma baboon cytomegalovirus
ICTV20125919	VMR1000107	E	1		FJ483967			109	1	FJ483967		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus saimiriinebeta4	saimiriine betaherpesvirus 4; squirrel monkey cytomegalovirus
ICTV19790334	VMR1000108	E	1		GU305914			110	1	GU305914		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Muromegalovirus		Muromegalovirus muridbeta1	murid betaherpesvirus 1; murine cytomegalovirus
ICTV19991000	VMR1000109	E	1		AF232689			111	1	AF232689		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Muromegalovirus		Muromegalovirus muridbeta2	murid betaherpesvirus 2; rat cytomegalovirus strain Maastricht
ICTV20115686	VMR1000110	E	1		JX867617			112	1	JX867617		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Muromegalovirus		Muromegalovirus muridbeta8	murid betaherpesvirus 8; rat cytomegalovirus strain England
ICTV20083079	VMR1000111	E	1		KC462165			113	1	KC462165		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Proboscivirus		Proboscivirus elephantidbeta1	elephantid betaherpesvirus 1; elephantid endotheliotropic herpesvirus 1
ICTV202214018	VMR1000112	E	1		MN373268			114	1	MN373268		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Proboscivirus		Proboscivirus elephantidbeta3	elephantid betaherpesvirus 3; elephant endotheliotropic herpesvirus 3A
ICTV201856404	VMR1000113	E	1		KT832477			115	1	KT832477		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Proboscivirus		Proboscivirus elephantidbeta4	elephantid betaherpesvirus 4; elephantid endotheliotropic herpesvirus 4
ICTV201856405	VMR1000114	E	1		KF921519			116	1	KF921519		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Proboscivirus		Proboscivirus elephantidbeta5	elephantid betaherpesvirus 5; elephantid endotheliotropic herpesvirus 5
ICTV20073845	VMR1000115	E	1		KC503762			117	1	KC503762		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Quwivirus		Quwivirus caviidbeta2	caviid betaherpesvirus 2; guinea pig cytomegalovirus
ICTV202009145	VMR1000116	E	1		JQ805139			118	1	JQ805139		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Quwivirus		Quwivirus miniopteridbeta1	miniopterid betaherpesvirus 1; Miniopterus schreibersii herpesvirus
ICTV20041284	VMR1000117	E	1		AF281817			119	1	AF281817		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Quwivirus		Quwivirus tupaiidbeta1	tupaiid betaherpesvirus 1; tupaia herpesvirus
ICTV19991002	VMR1000120	E	1		AF037218			120	1	AF037218		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus humanbeta7	human betaherpesvirus 7; human herpesvirus 7
ICTV20115682	VMR1000118	E	1		X83413			121	1	X83413		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus humanbeta6a	human betaherpesvirus 6A; human herpesvirus 6A
ICTV20115683	VMR1000119	E	1		AF157706			122	1	AF157706		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus humanbeta6b	human betaherpesvirus 6B; human herpesvirus 6B
ICTV201856402	VMR1000121	E	1		KU351741			123	1	KU351741		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus macacinebeta9	macacine betaherpesvirus 9; Macaca nemestrina herpesvirus 7
ICTV201856403	VMR1000122	E	1		KY355735			124	1	KY355735		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus muridbeta3	murid betaherpesvirus 3; mouse thymic virus
ICTV20083083	VMR1000123	E	1		KF017583			125	1	KF017583		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus suidbeta2	suid betaherpesvirus 2; porcine cytomegalovirus
ICTV202009147	VMR1000124	E	1		KY965444			126	1	KY965444		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Bossavirus		Bossavirus delphinidgamma1	delphinid gammaherpesvirus 1; common bottlenose dolphin gammaherpesvirus 1
ICTV20041285	VMR1000125	E	1		AF319782			127	1	AF319782		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus callitrichinegamma3	callitrichine gammaherpesvirus 3; marmoset lymphosarcoma virus
ICTV19951068	VMR1000126	E	1		AJ581752			128	1	AJ581752		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus gorillinegamma1	gorilline gammaherpesvirus 1; herpesvirus gorilla
ICTV19710173	VMR1000127	E	1		AJ507799			129	1	AJ507799		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus humangamma4	human gammaherpesvirus 4; Epstein-Barr virus
ICTV19951064	VMR1000130	E	1		AY037858			130	1	AY037858		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus macacinegamma4	macacine gammaherpesvirus 4; rhesus lymphocryptovirus
ICTV201856406	VMR1000128	E	1		KP676001			131	1	KP676001		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus macacinegamma10	macacine gammaherpesvirus 10; cynomolgus macaque lymphocryptovirus
ICTV202214019	VMR1000129	E	1		MG471437			132	1	MG471437		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus macacinegamma13	macacine gammaherpesvirus 13; Macaca arctoides gammaherpesvirus 1
ICTV19840527	VMR1000131	E	1		AJ581751			133	1	AJ581751		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus paninegamma1	panine gammaherpesvirus 1; herpesvirus pan
ICTV19840525	VMR1000132	E	1		AJ581750			134	1	AJ581750		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus papiinegamma1	papiine gammaherpesvirus 1; herpesvirus papio
ICTV19951067	VMR1000133	E	1		AJ581753			135	1	AJ581753		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus ponginegamma2	pongine gammaherpesvirus 2; herpesvirus pongo
ICTV19951070	VMR1000134	E	1		AF005370			136	1	AF005370		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus alcelaphinegamma1	alcelaphine gammaherpesvirus 1; wildebeest-associated malignant catarrhal fever virus
ICTV19951071	VMR1000135	E	1		KF274499			137	1	KF274499		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus alcelaphinegamma2	alcelaphine gammaherpesvirus 2; hartebeest-associated malignant catarrhal fever virus
ICTV20083095	VMR1000136	E	1		KJ705001			138	1	KJ705001		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus bovinegamma6	bovine gammaherpesvirus 6; bovine lymphotropic herpesvirus
ICTV20083096	VMR1000137	E	1		AF283477			139	1	AF283477		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus caprinegamma2	caprine gammaherpesvirus 2; caprine herpesvirus 2
ICTV19991018	VMR1000138	E	1		DQ083950			140	1	DQ083950		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus hippotraginegamma1	hippotragine gammaherpesvirus 1; roan antelope herpesvirus
ICTV19951079	VMR1000139	E	1		AY839756			141	1	AY839756		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus ovinegamma2	ovine gammaherpesvirus 2; sheep-associated malignant catarrhal fever virus
ICTV20083099	VMR1000140	E	1		AF478169			142	1	AF478169		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus suidgamma3	suid gammaherpesvirus 3; porcine lymphotropic herpesvirus 1
ICTV20083100	VMR1000141	E	1		AY170317			143	1	AY170317		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus suidgamma4	suid gammaherpesvirus 4; porcine lymphotropic herpesvirus 2
ICTV20083101	VMR1000142	E	1		AY170316			144	1	AY170316		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus suidgamma5	suid gammaherpesvirus 5; porcine lymphotropic herpesvirus 3
ICTV202009151	VMR1000143	E	1		MG452722			145	1	MG452722		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Manticavirus		Manticavirus phascolarctidgamma1	phascolarctid gammaherpesvirus 1
ICTV202009152	VMR1000144	E	1		MG452721			146	1	MG452721		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Manticavirus		Manticavirus vombatidgamma1	vombatid gammaherpesvirus 1
ICTV202009149	VMR1000145	E	1		MF385016			147	1	MF385016		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Patagivirus		Patagivirus vespertilionidgamma3	vespertilionid gammaherpesvirus 3; Eptesicus fuscus gammaherpesvirus
ICTV19951056	VMR1000146	E	1		U20824			148	1	U20824		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus equidgamma2	equid gammaherpesvirus 2; equine herpesvirus 2
ICTV19951057	VMR1000147	E	1		KM924295			149	1	KM924295		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus equidgamma5	equid gammaherpesvirus 5; equine herpesvirus 5
ICTV201856410	VMR1000148	E	1		KT595939			150	1	KT595939		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus felidgamma1	felid gammaherpesvirus 1; Felis catus gammaherpesvirus 1
ICTV20041304	VMR1000149	E	1		AF376034			151	1	AF376034		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus mustelidgamma1	mustelid gammaherpesvirus 1; badger herpesvirus
ICTV201856411	VMR1000150	E	1		KP136799			152	1	KP136799		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus phocidgamma3	phocid gammaherpesvirus 3; harp seal herpesvirus
ICTV202214020	VMR1000151	E	1		LC333428			153	1	LC333428		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus rhinolophidgamma1	rhinolophid gammaherpesvirus 1; Rhinolophus gammaherpesvirus 1
ICTV201856412	VMR1000152	E	1		KU220026			154	1	KU220026		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus vespertilionidgamma1	vespertilionid gammaherpesvirus 1; bat gammaherpesvirus 8
ICTV19840528	VMR1000153	E	1		M22036			155	1	M22036		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus atelinegamma2	ateline gammaherpesvirus 2; herpesvirus ateles strain 810
ICTV20083106	VMR1000154	E	1		AF083424			156	1	AF083424		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus atelinegamma3	ateline gammaherpesvirus 3; herpesvirus ateles
ICTV19951072	VMR1000155	E	1		AF318573			157	1	AF318573		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus bovinegamma4	bovine gammaherpesvirus 4; bovine herpesvirus 4
ICTV202214021	VMR1000156	E	1		MH932584			158	1	MH932584		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus colobinegamma1	colobine gammaherpesvirus 1
ICTV20115685	VMR1000157	E	1		HQ221963			159	1	HQ221963		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus cricetidgamma2	cricetid gammaherpesvirus 2; rodent herpesvirus Peru
ICTV19991019	VMR1000158	E	1		AF148805			160	1	AF148805		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus humangamma8	human gammaherpesvirus 8; Kaposi's sarcoma-associated herpesvirus
ICTV19991014	VMR1000161	E	1		AF083501			161	1	AF083501		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus macacinegamma5	macacine gammaherpesvirus 5; rhesus rhadinovirus
ICTV201856407	VMR1000162	E	1		KF703446			162	1	KF703446		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus macacinegamma8	macacine gammaherpesvirus 8; retroperitoneal fibromatosis-associated herpesvirus Macaca nemestrina
ICTV201856408	VMR1000159	E	1		AY528864			163	1	AY528864		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus macacinegamma11	macacine gammaherpesvirus 11; Japanese macaque rhadinovirus
ICTV201856409	VMR1000160	E	1		KP265674			164	1	KP265674		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus macacinegamma12	macacine gammaherpesvirus 12; pig-tailed macaque rhadinovirus 2
ICTV19951078	VMR1000163	E	1		U97553			165	1	U97553		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus muridgamma4	murid gammaherpesvirus 4; murine gammaherpesvirus 68
ICTV20115681	VMR1000164	E	1		GQ169129			166	1	GQ169129		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus muridgamma7	murid gammaherpesvirus 7; wood mouse herpesvirus
ICTV19991022	VMR1000165	E	1		X64346			167	1	X64346		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus saimiriinegamma2	saimiriine gammaherpesvirus 2; herpesvirus saimiri
ICTV202419965	VMR1028283	E	1		PP497040			168	1	PP497040		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Adrikavirales		Satyavativiridae		Vyasavirus		Vyasavirus brisbanense	Poseidoniales virus P01
ICTV202421147	VMR1028070	E	1		PP079415			169	1	PP079415		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Ceskevirus		Ceskevirus SB4	Xanthomonas phage SB4
ICTV202421146	VMR1029331	E	1		MW960043			170	1	MW960043		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Maltophvirus		Maltophvirus BUCT609	Stenotrophomonas phage BUCT609
ICTV202421145	VMR1028649	E	1		MT951568			171	1	MT951568		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pazvirus		Pazvirus 31	Xanthomonas phage Xaa_vB_phi31
ICTV202421144	VMR1028201	E	1		KF626666			172	1	KF626666		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pazvirus		Pazvirus paz	Xylella phage Paz
ICTV202421143	VMR1029079	E	1		MZ326858			173	1	MZ326858		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Ponderosavirus		Ponderosavirus pepon	Stenotrophomonas phage Pepon
ICTV202421142	VMR1028592	E	1		MK903280			174	1	MK903280		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Ponderosavirus		Ponderosavirus ponderosa	Stenotrophomonas phage Ponderosa
ICTV202421139	VMR1028499	E	1		MZ326854			175	1	MZ326854		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Ponderosavirus		Ponderosavirus ptah	Stenotrophomonas phage Ptah
ICTV202421141	VMR1028111	E	1		PP079416			176	1	PP079416		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Ponderosavirus		Ponderosavirus SB2	Stenotrophomonas phage SB2
ICTV202421140	VMR1029175	E	1		OK018136			177	1	OK018136		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Ponderosavirus		Ponderosavirus TS10	Stenotrophomonas phage TS-10
ICTV202421080	VMR1029058	E	1		OP583591			178	1	OP583591		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus F5	Xanthomonas phage F5
